序號,縣市,測站,監測日期,監測時間,污染物,污染程度,PSI值,二氧化硫(ppb),一氧化碳(ppm),臭氧(ppb),懸浮微粒(μg/m3),細懸浮微粒(μg/m3),二氧化氮(ppb),風速(m/sec),AQI值,臭氧8小時移動平均(ppb),氮氧化物(ppb)(NOx),一氧化氮(ppb)(NO),風向(degrees),一氧化碳8小時移動平均(ppb),懸浮微粒移動平均值(μg/m3),細懸浮微粒移動平均值(μg/m3)
219,臺北市,古亭,2019/12/22,22時,,良好,,0.4,0.41,22,11,5,16,1.3,32,25,17,2,86,0,19,10
220,臺北市,古亭,2019/12/22,21時,,良好,,0.3,0.38,26,17,6,13,1.3,33,25,15,2,48,0,19,10
221,臺北市,古亭,2019/12/22,20時,,良好,,0.2,0.38,25,14,7,14,1.7,37,24,15,2,51,0,18,11
222,臺北市,古亭,2019/12/22,19時,,良好,,0.3,0.41,24,21,7,19,1.7,39,23,20,2,56,0,18,12
223,臺北市,古亭,2019/12/22,18時,,良好,,0.4,0.36,24,13,8,16,0.7,44,22,17,2,75,1,19,14
224,臺北市,古亭,2019/12/22,17時,,良好,,0.4,0.4,25,7,12,18,1,49,21,20,2,81,1,20,15
225,臺北市,古亭,2019/12/22,16時,細懸浮微粒,普通,,0.5,0.43,26,16,10,18,0.9,53,20,19,2,262,1,26,17
226,臺北市,古亭,2019/12/22,15時,細懸浮微粒,普通,,0.9,0.41,26,21,17,15,1.4,57,17,18,3,337,1,29,18
227,臺北市,古亭,2019/12/22,14時,細懸浮微粒,普通,,0.8,0.42,26,21,17,14,1,62,17,17,3,338,1,32,20
228,臺北市,古亭,2019/12/22,13時,細懸浮微粒,普通,,1.5,0.5,17,40,21,22,1.9,57,14,27,6,358,1,31,18
229,臺北市,古亭,2019/12/22,12時,細懸浮微粒,普通,,1.9,0.58,15,41,20,24,1.3,56,13,32,7,307,1,29,18
230,臺北市,古亭,2019/12/22,11時,細懸浮微粒,普通,,1.9,0.77,19,42,32,27,1.3,54,11,34,7,321,1,26,17
231,臺北市,古亭,2019/12/22,10時,,良好,,0.8,0.44,15,13,4,10,0.9,44,9,16,6,19,1,23,14
232,臺北市,古亭,2019/12/22,09時,細懸浮微粒,普通,,1.2,0.49,15,24,17,13,1.3,52,8,20,7,210,1,26,16
233,臺北市,古亭,2019/12/22,08時,細懸浮微粒,普通,,1.3,0.47,6.2,21,14,16,0.6,52,7,23,8,155,1,27,16
234,臺北市,古亭,2019/12/22,07時,細懸浮微粒,普通,,1.3,0.31,22,24,12,12,0.8,53,6,14,1,176,1,28,16
235,臺北市,古亭,2019/12/22,06時,細懸浮微粒,普通,,2,0.45,7.1,28,17,19,1.1,54,4,21,2,313,1,27,17
236,臺北市,古亭,2019/12/22,05時,細懸浮微粒,普通,,3.2,0.49,2.8,30,21,20,0.6,53,3,24,4,191,1,26,16
237,臺北市,古亭,2019/12/22,04時,,良好,,2.9,0.57,2,29,16,22,0.8,50,3,28,6,218,1,27,15
238,臺北市,古亭,2019/12/22,03時,,良好,,1.4,0.57,2.7,21,14,23,0.6,50,5,27,4,224,1,27,15
239,臺北市,古亭,2019/12/22,02時,細懸浮微粒,普通,,1.7,0.61,4.7,26,16,25,0.5,51,6,28,3,205,1,28,16
240,臺北市,古亭,2019/12/22,01時,細懸浮微粒,普通,,2.5,0.71,4.7,41,19,28,1.1,52,7,34,7,250,1,28,16
241,臺北市,古亭,2019/12/22,00時,,良好,,3,0.96,2,32,17,31,0.8,48,9,45,15,261,1,25,15
242,臺北市,古亭,2019/12/21,23時,,良好,,2.9,1.06,2.1,26,17,32,0.7,46,12,50,18,215,1,24,14
243,臺北市,古亭,2019/12/21,22時,,良好,,2.4,0.92,2.4,28,19,33,0.5,44,16,43,10,223,1,23,14
244,臺北市,古亭,2019/12/21,21時,,良好,,2.2,0.67,6.7,24,13,28,0.5,40,19,32,4,217,1,21,12
245,臺北市,古亭,2019/12/21,20時,,良好,,2.3,0.6,11,24,13,24,0.4,37,22,27,4,145,1,20,11
246,臺北市,古亭,2019/12/21,19時,,良好,,2,0.67,11,18,12,27,1.2,35,23,31,4,140,1,18,11
247,臺北市,古亭,2019/12/21,18時,,良好,,1.8,0.56,15,15,10,25,0.6,33,24,29,3,202,1,18,10
248,臺北市,古亭,2019/12/21,17時,,良好,,1.7,0.43,23,17,8,18,1.5,34,23,20,3,290,1,20,11
249,臺北市,古亭,2019/12/21,16時,,良好,,1.7,0.38,27,14,11,15,1.5,35,20,18,3,327,1,20,11
250,臺北市,古亭,2019/12/21,15時,,良好,,1.7,0.38,29,27,11,16,1.1,36,18,19,3,293,1,21,11
251,臺北市,古亭,2019/12/21,14時,,良好,,1.9,0.4,31,30,15,14,1.4,36,18,18,4,299,1,20,11
252,臺北市,古亭,2019/12/21,13時,,良好,,2.3,0.52,24,25,13,21,1.8,34,18,26,6,324,1,17,11
253,臺北市,古亭,2019/12/21,12時,,良好,,2.5,0.66,23,22,15,26,1.1,29,19,33,7,298,1,15,9
254,臺北市,古亭,2019/12/21,11時,,良好,,2.5,0.81,17,24,13,28,1.2,26,21,41,13,231,1,12,7
255,臺北市,古亭,2019/12/21,10時,,良好,,2.5,1.03,5.9,21,16,33,0.6,31,24,63,31,254,0,9,5
256,臺北市,古亭,2019/12/21,09時,,良好,,1.8,0.85,4.8,13,5,28,0.9,26,28,50,22,300,0,6,3
257,臺北市,古亭,2019/12/21,08時,,良好,,1.1,0.52,11,2,4,23,0.4,29,31,30,7,259,0,5,3
258,臺北市,古亭,2019/12/21,07時,,良好,,1,0.27,28,2,3,7.4,0.6,30,32,9,2,155,0,5,3
259,臺北市,古亭,2019/12/21,06時,,良好,,1.1,0.2,31,2,3,5.2,0.7,28,30,7,1,83,0,5,4
260,臺北市,古亭,2019/12/21,05時,,良好,,1.4,0.19,35,1,3,3.3,0.7,27,29,5,1,100,0,5,3
261,臺北市,古亭,2019/12/21,04時,,良好,,1.2,0.18,37,1,3,3.1,0.9,24,26,4,1,84,0,5,3
262,臺北市,古亭,2019/12/21,03時,,良好,,1.1,0.19,38,1,3,3.2,0.9,22,24,4,1,117,0,5,3
263,臺北市,古亭,2019/12/21,00時,,良好,,1.5,0.48,15,4,2,22,0.6,21,17,23,1,175,1,6,4
264,臺北市,古亭,2019/12/20,23時,,良好,,1.7,0.62,10,5,2,28,1.2,26,18,31,4,139,1,6,5
265,臺北市,古亭,2019/12/20,22時,,良好,,1.9,0.4,21,5,4,18,1.2,21,19,19,1,199,0,6,6
266,臺北市,古亭,2019/12/20,21時,,良好,,3.2,0.39,17,8,7,23,1,22,20,25,2,110,0,6,6
267,臺北市,古亭,2019/12/20,20時,,良好,,1.8,0.45,16,9,7,26,1,25,21,27,2,85,0,6,6
268,臺北市,古亭,2019/12/20,19時,,良好,,1.7,0.46,19,7,11,23,1,22,22,26,2,50,0,6,6
269,臺北市,古亭,2019/12/20,18時,,良好,,1.6,0.46,18,8,5,25,1.3,24,23,27,2,60,0,6,5
270,臺北市,古亭,2019/12/20,17時,,良好,,1.6,0.43,19,7,8,24,1.5,23,23,27,3,53,0,7,4
271,臺北市,古亭,2019/12/20,16時,,良好,,,,22,5,8,,2.3,21,23,,,59,0,8,3
272,臺北市,古亭,2019/12/20,15時,,良好,,1.5,0.36,,,,17,2.1,21,23,21,4,83,0,8,2
273,臺北市,古亭,2019/12/20,12時,,良好,,1.5,0.34,24,10,3,18,2.1,24,26,23,5,57,0,6,2
274,臺北市,古亭,2019/12/20,11時,,良好,,1.6,0.34,22,7,5,20,1.4,25,27,25,5,72,0,5,2
275,臺北市,古亭,2019/12/20,09時,,良好,,1.4,0.4,22,3,2,18,1.3,29,31,21,3,49,0,5,2
276,臺北市,古亭,2019/12/20,08時,,良好,,2.2,0.33,20,3,4,19,1.3,30,32,21,2,113,0,5,2
277,臺北市,古亭,2019/12/20,00時,,良好,,2.6,0.23,31,3,2,9.6,1.8,25,27,11,1,76,0,5,2
278,臺北市,古亭,2019/12/19,23時,,良好,,3.1,0.28,27,4,4,13,1.3,25,27,15,2,68,0,5,2
279,臺北市,古亭,2019/12/19,22時,,良好,,1.8,0.32,30,3,2,12,1.2,25,27,14,2,97,0,5,2
280,臺北市,古亭,2019/12/19,21時,,良好,,1.6,0.31,29,4,2,13,1.6,25,27,15,2,74,0,5,2
281,臺北市,古亭,2019/12/19,20時,,良好,,1.8,0.39,24,7,3,18,1.4,26,28,20,2,64,0,5,2
282,臺北市,古亭,2019/12/19,19時,,良好,,1.7,0.46,23,5,2,20,1.4,27,29,23,3,89,0,5,2
283,臺北市,古亭,2019/12/19,18時,,良好,,1.7,0.39,25,5,3,19,1.3,27,29,21,3,91,0,5,2
284,臺北市,古亭,2019/12/19,17時,,良好,,1.7,0.33,28,5,3,16,1.3,27,29,19,3,89,0,5,2
285,臺北市,古亭,2019/12/19,10時,,良好,,2.7,0.52,22,9,2,21,1.4,27,29,27,6,81,1,6,5
286,臺北市,古亭,2019/12/19,09時,,良好,,3.3,0.6,21,8,5,22,0.9,28,30,27,5,100,1,6,5
287,臺北市,古亭,2019/12/19,08時,,良好,,3.7,0.54,21,10,8,21,1.3,29,31,24,3,76,1,6,4
288,臺北市,古亭,2019/12/19,07時,,良好,,2.3,0.4,32,9,5,10,1.5,30,32,12,2,80,1,5,4
289,臺北市,古亭,2019/12/19,06時,,良好,,4.8,0.37,33,4,4,8.2,1.2,29,31,10,1,73,1,5,4
290,臺北市,古亭,2019/12/19,05時,,良好,,3.8,0.41,34,4,3,6.5,1.4,29,31,8,1,82,1,5,4
291,臺北市,古亭,2019/12/19,04時,,良好,,2.3,0.47,33,7,3,6.1,1,28,30,8,2,78,1,5,4
292,臺北市,古亭,2019/12/19,03時,,良好,,2.5,0.5,33,6,5,6.5,0.8,27,29,8,1,76,1,5,4
293,臺北市,古亭,2019/12/19,02時,,良好,,3,0.54,31,6,3,8.3,1,26,28,10,1,73,1,6,4
294,臺北市,古亭,2019/12/19,01時,,良好,,1.6,0.58,32,9,3,7.1,1.7,25,27,9,2,84,1,6,4
295,臺北市,古亭,2019/12/19,00時,,良好,,0.8,0.67,29,2,3,10,1.2,23,25,12,2,102,1,6,5
296,臺北市,古亭,2019/12/18,23時,,良好,,0.9,0.71,27,1,3,11,1.3,23,25,13,2,96,1,7,5
297,臺北市,古亭,2019/12/18,22時,,良好,,1,0.68,27,2,3,11,1.7,22,24,13,2,84,1,8,6
298,臺北市,古亭,2019/12/18,21時,,良好,,0.9,0.63,26,2,2,13,1.3,24,23,16,2,99,1,11,8
299,臺北市,古亭,2019/12/18,20時,,良好,,1.1,0.66,27,2,3,16,1.5,31,22,19,2,77,1,13,10
300,臺北市,古亭,2019/12/18,19時,,良好,,1,0.74,23,7,6,21,1.4,38,21,25,4,70,1,16,12
301,臺北市,古亭,2019/12/18,18時,,良好,,1.2,0.65,23,11,6,21,1,44,20,24,3,99,1,19,13
302,臺北市,古亭,2019/12/18,17時,,良好,,1.3,0.6,24,5,7,19,1.5,48,19,23,3,72,1,20,15
303,臺北市,古亭,2019/12/18,16時,,良好,,1.2,0.56,25,10,9,18,1.1,50,19,21,4,76,1,22,15
304,臺北市,古亭,2019/12/18,15時,細懸浮微粒,普通,,1.4,0.57,21,14,11,20,1.3,51,19,24,4,81,1,25,16
305,臺北市,古亭,2019/12/18,14時,細懸浮微粒,普通,,2.7,0.54,18,14,11,21,1.3,57,18,25,4,76,1,26,18
306,臺北市,古亭,2019/12/18,13時,細懸浮微粒,普通,,3.9,0.52,18,,10,21,1.3,66,19,26,5,85,1,32,22
307,臺北市,古亭,2019/12/18,12時,細懸浮微粒,普通,,3.5,0.54,17,24,,,1.2,77,20,,,85,0,34,26
308,臺北市,古亭,2019/12/18,11時,細懸浮微粒,普通,,3.5,0.57,16,20,23,25,1.7,78,19,30,5,62,0,39,27
309,臺北市,古亭,2019/12/18,10時,細懸浮微粒,普通,,5.6,0.6,17,47,31,28,1.5,79,17,32,5,65,0,42,27
310,臺北市,古亭,2019/12/18,09時,細懸浮微粒,普通,,3.7,0.62,23,51,33,23,1.9,75,15,25,3,64,0,40,25
311,臺北市,古亭,2019/12/18,08時,細懸浮微粒,普通,,7.1,0.48,21,63,36,23,2,68,13,26,3,58,0,35,22
312,臺北市,古亭,2019/12/18,07時,細懸浮微粒,普通,,7.2,0.26,16,44,27,18,1.6,58,11,19,1,53,0,27,18
313,臺北市,古亭,2019/12/18,06時,細懸浮微粒,普通,,5.6,0.2,21,35,20,10,1.1,55,10,11,1,70,0,24,17
314,臺北市,古亭,2019/12/18,05時,細懸浮微粒,普通,,1.8,0.22,29,21,15,7.7,1,53,7,9,1,83,1,22,16
315,臺北市,古亭,2019/12/18,04時,細懸浮微粒,普通,,1.7,0.41,6.7,16,10,18,0.7,55,5,21,3,78,1,23,17
316,臺北市,古亭,2019/12/18,03時,細懸浮微粒,普通,,1.5,0.49,3.6,21,18,22,1,57,4,25,4,263,1,25,18
317,臺北市,古亭,2019/12/18,02時,細懸浮微粒,普通,,1.6,0.54,3.1,24,17,23,0.6,58,4,29,6,152,1,26,18
318,臺北市,古亭,2019/12/18,01時,細懸浮微粒,普通,,1.4,0.52,4.2,29,23,26,0.4,59,4,29,3,171,1,27,19
319,臺北市,古亭,2019/12/18,00時,細懸浮微粒,普通,,1.9,0.59,5.2,22,15,27,1.6,57,5,33,6,135,1,25,18
320,臺北市,古亭,2019/12/17,23時,細懸浮微粒,普通,,2.2,0.62,4.4,25,20,30,0.6,58,7,37,7,152,1,26,19
321,臺北市,古亭,2019/12/17,22時,細懸浮微粒,普通,,2.4,0.88,2.5,25,20,36,1.1,57,11,53,16,138,1,27,18
322,臺北市,古亭,2019/12/17,21時,細懸浮微粒,普通,,2.4,0.83,6.8,25,22,37,0.8,53,18,47,11,204,1,26,16
323,臺北市,古亭,2019/12/17,20時,,良好,,2.5,1.09,3,24,19,45,0.5,48,23,64,19,148,1,26,15
324,臺北市,古亭,2019/12/17,19時,,良好,,2.5,0.94,4.2,31,20,42,0.6,44,29,59,17,198,1,26,14
325,臺北市,古亭,2019/12/17,18時,,良好,,2.2,0.73,3.8,21,11,37,0.6,43,31,46,9,118,1,25,13
326,臺北市,古亭,2019/12/17,17時,,良好,,2.3,0.48,11,29,13,33,0.8,47,33,35,3,15,1,28,15
327,臺北市,古亭,2019/12/17,16時,,良好,,2.2,0.42,23,27,12,26,1.3,43,32,29,3,11,1,25,13
328,臺北市,古亭,2019/12/17,15時,,良好,,2.7,0.52,30,34,20,33,1.2,45,30,38,5,313,1,24,14
329,臺北市,古亭,2019/12/17,14時,,良好,,2.6,0.59,61,42,22,31,1.7,39,27,33,2,16,1,22,12
330,臺北市,古亭,2019/12/17,13時,,良好,,1.5,0.36,49,15,5,19,1.1,32,20,22,3,259,1,18,10
331,臺北市,古亭,2019/12/17,12時,,良好,,1.7,0.62,46,24,17,29,1.3,36,16,34,5,259,1,18,11
332,臺北市,古亭,2019/12/17,11時,,良好,,1.6,0.59,27,25,7,23,0.7,32,12,31,9,305,1,17,10
333,臺北市,古亭,2019/12/17,10時,,良好,,1.6,0.6,14,17,9,18,0.7,34,11,31,13,206,0,15,11
334,臺北市,古亭,2019/12/17,09時,,良好,,1.6,0.73,8.1,14,11,19,1.1,37,11,40,21,221,0,14,11
335,臺北市,古亭,2019/12/17,08時,,良好,,1.4,0.62,3.8,16,10,18,1.1,38,11,43,24,236,0,15,12
336,臺北市,古亭,2019/12/17,07時,,良好,,0.9,0.34,4.3,14,10,15,0.9,40,12,19,4,220,0,15,12
337,臺北市,古亭,2019/12/17,06時,,良好,,0.7,0.27,8.3,11,11,9.6,0.5,40,12,10,1,140,0,15,12
338,臺北市,古亭,2019/12/17,05時,,良好,,0.8,0.24,17,13,9,6.7,1.1,41,12,7,0,168,0,17,13
339,臺北市,古亭,2019/12/17,04時,,良好,,0.8,0.26,15,13,13,8.3,0.6,46,10,8,0,174,1,19,14
340,臺北市,古亭,2019/12/17,03時,,良好,,0.9,0.29,15,14,9,9.8,0.7,49,10,10,0,172,1,21,15
341,臺北市,古亭,2019/12/17,02時,細懸浮微粒,普通,,1,0.26,17,14,10,9.5,0.5,54,11,10,0,150,1,23,17
342,臺北市,古亭,2019/12/17,01時,細懸浮微粒,普通,,1.7,0.46,8.1,16,15,22,0.9,59,10,25,3,115,1,25,19
343,臺北市,古亭,2019/12/17,00時,細懸浮微粒,普通,,2.1,0.43,7.2,15,12,19,0.8,63,12,23,4,142,1,28,20
344,臺北市,古亭,2019/12/16,23時,細懸浮微粒,普通,,2.3,0.52,7.8,17,15,22,1.3,62,19,26,4,140,1,29,20
345,臺北市,古亭,2019/12/16,22時,細懸浮微粒,普通,,2.6,0.62,8.2,25,21,28,0.5,60,27,32,4,173,1,29,19
346,臺北市,古亭,2019/12/16,21時,細懸浮微粒,普通,,3,0.99,4.8,39,28,45,1.1,59,37,54,9,142,1,30,19
347,臺北市,古亭,2019/12/16,20時,細懸浮微粒,普通,,2.4,0.65,14,23,11,31,0.9,59,44,34,3,137,1,30,19
348,臺北市,古亭,2019/12/16,19時,細懸浮微粒,普通,,2.7,0.58,18,15,12,30,0.5,66,48,32,3,199,1,34,22
349,臺北市,古亭,2019/12/16,18時,細懸浮微粒,普通,,8.7,0.75,8.4,33,22,52,0.6,72,49,60,8,38,1,39,24
350,臺北市,古亭,2019/12/16,17時,細懸浮微粒,普通,,9.3,0.75,31,53,35,51,0.7,71,51,55,4,62,1,37,24
351,臺北市,古亭,2019/12/16,16時,細懸浮微粒,普通,,3.6,0.72,60,55,36,39,1,62,48,41,2,334,1,33,20
352,臺北市,古亭,2019/12/16,15時,,良好,,3.8,0.69,75,53,32,37,1.3,48,41,38,2,30,1,26,15
353,臺北市,古亭,2019/12/16,14時,,良好,,4.2,0.49,83,27,21,21,0.9,33,33,22,1,46,1,20,10
354,臺北市,古亭,2019/12/16,13時,,良好,,3.2,0.62,65,30,14,26,1.1,26,23,30,3,208,1,18,8
355,臺北市,古亭,2019/12/16,12時,,良好,,2.2,0.5,44,17,6,21,1.5,22,17,25,5,246,1,15,7
356,臺北市,古亭,2019/12/16,11時,,良好,,2.5,0.5,31,22,5,19,0.7,23,13,26,7,258,1,15,7
357,臺北市,古亭,2019/12/16,10時,,良好,,3,0.72,18,14,8,25,0.8,24,12,39,14,187,1,14,8
358,臺北市,古亭,2019/12/16,09時,,良好,,2.4,0.79,9.9,12,6,22,0.9,27,13,42,21,214,0,13,8
359,臺北市,古亭,2019/12/16,08時,,良好,,2.1,0.54,7.4,17,9,19,1.4,27,15,33,14,224,0,14,8
360,臺北市,古亭,2019/12/16,07時,,良好,,2.2,0.38,5.4,14,10,19,1.5,25,17,25,6,221,0,13,8
361,臺北市,古亭,2019/12/16,06時,,良好,,2.1,0.34,6.2,13,14,17,0.7,23,21,19,2,251,0,12,7
362,臺北市,古亭,2019/12/16,05時,,良好,,1.7,0.35,11,15,7,18,0.6,22,24,19,1,197,0,12,6
363,臺北市,古亭,2019/12/16,04時,,良好,,1.5,0.28,17,12,6,16,0.4,24,26,17,1,49,0,11,5
364,臺北市,古亭,2019/12/16,03時,,良好,,1.5,0.25,25,7,4,11,0.4,26,28,11,0,205,0,12,5
365,臺北市,古亭,2019/12/16,02時,,良好,,,,,,,,,28,30,,,,0,14,5
366,臺北市,古亭,2019/12/16,02時,,良好,,1.4,0.28,26,11,4,11,0.5,27,29,11,0,170,0,13,5
367,臺北市,古亭,2019/12/16,01時,,良好,,1.8,0.32,23,10,6,17,0.5,28,30,18,1,244,0,13,6
368,臺北市,古亭,2019/12/16,00時,,良好,,1.7,0.25,27,18,4,14,1,30,32,14,1,68,0,14,5
369,臺北市,古亭,2019/12/15,23時,,良好,,1.5,0.24,30,14,3,12,1.5,31,33,13,1,77,0,13,5
370,臺北市,古亭,2019/12/15,22時,,良好,,1.6,0.22,32,14,8,11,1.3,31,34,12,1,56,0,13,7
371,臺北市,古亭,2019/12/15,21時,,良好,,1.5,0.22,32,14,4,12,1.6,32,35,13,1,67,0,14,6
372,臺北市,古亭,2019/12/15,20時,,良好,,1.5,0.26,31,13,6,13,1,33,36,14,1,60,0,14,7
373,臺北市,古亭,2019/12/15,19時,,良好,,1.5,0.2,34,16,11,10,1.5,35,38,11,1,82,0,13,6
374,臺北市,古亭,2019/12/15,18時,,良好,,1.3,0.2,33,17,8,9.8,1.5,36,39,11,1,98,0,12,5
375,臺北市,古亭,2019/12/15,17時,,良好,,1.1,0.15,35,12,5,8.6,1.9,36,39,10,1,83,0,11,5
376,臺北市,古亭,2019/12/15,16時,,良好,,1.1,0.17,37,10,4,8.5,1.6,37,40,10,2,83,0,11,5
377,臺北市,古亭,2019/12/15,15時,,良好,,1,0.16,41,9,4,6.2,1.3,37,40,8,2,77,0,11,5
378,臺北市,古亭,2019/12/15,14時,,良好,,0.9,0.16,40,11,5,6.3,1.6,36,39,8,2,81,0,13,5
379,臺北市,古亭,2019/12/15,13時,,良好,,1.1,0.15,41,14,5,5,1.5,35,38,7,2,109,0,14,5
380,臺北市,古亭,2019/12/15,12時,,良好,,1.1,0.15,41,11,3,5.1,2.1,35,38,7,2,151,0,14,6
381,臺北市,古亭,2019/12/15,11時,,良好,,1.3,0.14,41,14,5,4.8,2.3,34,37,6,1,75,0,15,6
382,臺北市,古亭,2019/12/15,10時,,良好,,1.4,0.16,40,14,5,6.1,2.4,34,37,8,2,84,0,15,7
383,臺北市,古亭,2019/12/15,09時,,良好,,1.5,0.19,38,14,8,7.5,1,33,36,9,1,68,0,15,7
384,臺北市,古亭,2019/12/15,08時,,良好,,1.5,0.16,38,11,6,6.1,2,34,37,7,1,72,0,15,8
385,臺北市,古亭,2019/12/15,07時,,良好,,1.6,0.19,32,15,8,9.1,1.4,34,37,10,1,84,0,17,8
386,臺北市,古亭,2019/12/15,06時,,良好,,1.7,0.15,36,13,6,5.1,1.1,35,38,6,1,70,0,18,7
387,臺北市,古亭,2019/12/15,05時,,良好,,1.7,0.13,37,12,8,5.2,1.2,35,38,6,0,52,0,19,8
388,臺北市,古亭,2019/12/15,04時,,良好,,1.8,0.15,36,18,6,6.1,1.2,35,38,7,0,58,0,21,8
389,臺北市,古亭,2019/12/15,03時,,良好,,2.1,0.17,37,19,6,6.8,1.2,36,39,7,1,59,0,21,8
390,臺北市,古亭,2019/12/15,02時,,良好,,1.7,0.17,38,17,9,6.4,1.6,36,39,7,1,73,0,22,9
391,臺北市,古亭,2019/12/15,01時,,良好,,1.8,0.22,40,24,6,8,1.4,35,38,9,1,91,0,22,10
392,臺北市,古亭,2019/12/15,00時,,良好,,1.5,0.23,41,22,8,7.9,1.4,35,38,8,1,60,0,22,11
393,臺北市,古亭,2019/12/14,23時,,良好,,1.4,0.27,38,19,12,13,2.2,35,38,13,0,82,0,23,10
394,臺北市,古亭,2019/12/14,22時,,良好,,1.7,0.3,39,22,11,13,1,35,38,13,0,14,0,23,10
395,臺北市,古亭,2019/12/14,21時,,良好,,1.9,0.28,39,24,12,14,1.6,35,38,14,1,65,0,24,10
396,臺北市,古亭,2019/12/14,20時,,良好,,1.7,0.28,38,24,7,13,1.1,35,38,13,0,110,0,24,9
397,臺北市,古亭,2019/12/14,19時,,良好,,1.6,0.32,38,22,9,13,1.8,35,38,14,1,80,0,24,10
398,臺北市,古亭,2019/12/14,18時,,良好,,1.6,0.35,35,24,11,17,1.7,34,37,18,1,78,0,24,10
399,臺北市,古亭,2019/12/14,17時,,良好,,1.8,0.32,36,27,10,16,1.7,34,37,17,2,48,0,24,10
400,臺北市,古亭,2019/12/14,16時,,良好,,1.5,0.29,39,22,14,13,1.6,33,36,14,2,57,0,23,10
401,臺北市,古亭,2019/12/14,15時,,良好,,1.4,0.29,39,25,9,12,2.2,31,34,14,2,58,0,23,9
402,臺北市,古亭,2019/12/14,14時,,良好,,1.5,0.3,38,22,11,11,1.9,31,33,13,2,67,0,23,9
403,臺北市,古亭,2019/12/14,13時,,良好,,1.4,0.29,38,22,8,9.8,2.6,30,32,12,2,62,0,23,8
404,臺北市,古亭,2019/12/14,12時,,良好,,1.5,0.28,39,21,6,9.3,2.8,30,32,11,2,53,0,23,9
405,臺北市,古亭,2019/12/14,11時,,良好,,1.7,0.31,35,27,8,12,2.6,30,32,15,4,60,0,24,9
406,臺北市,古亭,2019/12/14,10時,,良好,,1.9,0.36,29,25,9,16,2.2,30,32,19,4,48,0,23,9
407,臺北市,古亭,2019/12/14,09時,,良好,,1.7,0.35,27,22,11,17,2,31,33,19,3,62,0,22,9
408,臺北市,古亭,2019/12/14,08時,,良好,,1.4,0.31,28,25,8,14,1.6,31,34,16,1,55,0,23,9
409,臺北市,古亭,2019/12/14,07時,,良好,,1.6,0.25,29,17,6,11,2.2,31,34,12,1,61,0,22,10
410,臺北市,古亭,2019/12/14,06時,,良好,,1.8,0.23,33,21,8,7.7,1.4,33,33,8,1,66,0,23,10
411,臺北市,古亭,2019/12/14,05時,,良好,,2.1,0.2,37,22,11,5.8,1.4,33,32,6,1,61,0,24,10
412,臺北市,古亭,2019/12/14,04時,,良好,,1.6,0.21,36,21,11,6,0.9,34,29,7,0,48,0,25,11
413,臺北市,古亭,2019/12/14,03時,,良好,,1.4,0.21,37,20,8,5.9,1.4,33,26,7,1,72,0,26,10
414,臺北市,古亭,2019/12/14,02時,,良好,,1.5,0.23,36,21,8,7,0.9,33,23,8,1,24,0,27,10
415,臺北市,古亭,2019/12/14,01時,,良好,,1,0.29,35,29,12,8.6,1.3,35,22,9,0,63,1,28,11
416,臺北市,古亭,2019/12/14,00時,,良好,,1.9,0.37,27,24,10,15,1.2,35,21,16,1,62,1,29,11
417,臺北市,古亭,2019/11/26,03時,,良好,,1.7,0.18,41,21,9,,2.1,34,32,,,73,0,24,11
418,臺北市,古亭,2019/11/26,02時,,良好,,2.8,0.19,38,25,7,5.4,1.9,36,30,5,0,74,0,24,11
419,臺北市,古亭,2019/11/26,01時,,良好,,1.4,0.23,37,25,10,7,2,40,28,7,0,94,0,24,12
420,臺北市,古亭,2019/11/26,00時,,良好,,1.5,0.26,34,22,12,9.6,1.6,41,26,10,0,78,0,24,13
421,臺北市,古亭,2019/11/25,23時,,良好,,2,0.3,31,20,12,13,2.4,42,26,13,0,56,0,25,13
422,臺北市,古亭,2019/11/25,22時,,良好,,1.7,0.31,29,23,14,14,2,43,26,14,1,57,0,26,13
423,臺北市,古亭,2019/11/25,21時,,良好,,2.7,0.32,25,23,10,17,1.6,45,26,17,1,82,0,27,14
424,臺北市,古亭,2019/11/25,20時,,良好,,1.8,0.39,22,25,11,19,1.5,46,27,21,1,55,0,29,14
425,臺北市,古亭,2019/11/25,19時,,良好,,1.4,0.45,23,24,12,20,1.2,48,28,21,1,47,0,29,15
426,臺北市,古亭,2019/11/25,18時,,良好,,1.8,0.45,20,31,18,24,0.9,48,28,25,1,60,0,29,15
427,臺北市,古亭,2019/11/25,17時,,良好,,2,0.34,27,31,11,19,1.5,46,29,19,1,62,0,29,14
428,臺北市,古亭,2019/11/25,16時,,良好,,1.1,0.3,31,26,13,15,1.8,49,28,15,1,42,0,29,15
429,臺北市,古亭,2019/11/25,15時,細懸浮微粒,普通,,1.3,0.32,28,21,13,17,1.4,52,28,18,1,86,0,30,16
430,臺北市,古亭,2019/11/25,14時,細懸浮微粒,普通,,1.4,0.31,31,34,15,16,1.1,55,28,17,1,106,0,32,17
431,臺北市,古亭,2019/11/25,13時,細懸浮微粒,普通,,1.4,0.3,32,36,19,15,1.7,54,29,16,1,56,0,31,17
432,臺北市,古亭,2019/11/25,12時,細懸浮微粒,普通,,1.6,0.27,31,34,21,14,1.6,52,29,15,1,78,0,30,16
433,臺北市,古亭,2019/11/25,11時,,良好,,3.4,0.32,26,33,21,18,1.5,48,30,20,2,83,0,29,15
